x,y,z
0.00,-19997.50,1000.00
0.00,-19897.50,1000.00
0.00,-19797.50,1000.00
0.00,-19697.50,1000.00
0.00,-19597.50,1000.00
0.00,-19497.50,1000.00
0.00,-19397.50,1000.00
0.00,-19297.50,1000.00
0.00,-19197.50,1000.00
0.00,-19097.50,1000.00
0.00,-18997.50,1000.00
0.00,-18897.50,1000.00
0.00,-18797.50,1000.00
0.00,-18697.50,1000.00
0.00,-18597.50,1000.00
0.00,-18497.50,1000.00
-2.13,-18397.54,1000.00
-13.27,-18298.21,1000.00
-28.90,-18199.44,1000.00
-41.33,-18100.22,1000.00
-54.86,-18001.15,1000.00
-68.21,-17902.04,1000.00
-81.57,-17802.94,1000.00
-94.90,-17703.83,1000.00
-108.23,-17604.69,1000.00
-121.56,-17505.55,1000.00
-134.89,-17406.41,1000.00
-148.22,-17307.27,1000.00
-161.55,-17208.12,1000.00
-174.89,-17108.98,1000.00
-188.22,-17009.84,1000.00
-201.55,-16910.70,1000.00
-214.88,-16811.56,1000.00
-228.21,-16712.42,1000.00
-241.54,-16613.28,1000.00
-254.87,-16514.14,1000.00
-268.20,-16415.00,1000.00
-281.53,-16315.89,1000.00
-294.86,-16216.79,1000.00
-308.19,-16117.68,1000.00
-321.53,-16018.58,1000.00
-334.86,-15919.48,1000.00
-348.19,-15820.38,1000.00
-361.52,-15721.28,1000.00
-374.85,-15622.18,1000.00
-388.18,-15523.07,1000.00
-401.51,-15423.97,1000.00
-414.85,-15324.87,1000.00
-428.18,-15225.77,1000.00
-441.51,-15126.67,1000.00
-454.84,-15027.57,1000.00
-468.17,-14928.46,1000.00
-481.50,-14829.36,1000.00
-494.83,-14730.26,1000.00
-508.16,-14631.16,1000.00
-521.49,-14532.06,1000.00
-534.82,-14432.96,1000.00
-548.15,-14333.86,1000.00
-561.49,-14234.75,1000.00
-574.82,-14135.65,1000.00
-588.15,-14036.55,1000.00
-601.48,-13937.45,1000.00
-614.81,-13838.35,1000.00
-628.14,-13739.25,1000.00
-641.47,-13640.14,1000.00
-654.80,-13541.04,1000.00
-668.13,-13441.94,1000.00
-681.46,-13342.84,1000.00
-694.79,-13243.74,1000.00
-708.12,-13144.64,1000.00
-721.45,-13045.54,1000.00
-734.78,-12946.43,1000.00
-748.11,-12847.33,1000.00
-761.44,-12748.23,1000.00
-774.77,-12649.13,1000.00
-788.10,-12550.03,1000.00
-801.43,-12450.93,1000.00
-814.76,-12351.82,1000.00
-828.09,-12252.72,1000.00
-841.42,-12153.62,1000.00
-854.75,-12054.52,1000.00
-868.08,-11955.42,1000.00
-881.41,-11856.32,1000.00
-894.74,-11757.21,1000.00
-908.07,-11658.11,1000.00
-921.40,-11559.01,1000.00
-934.73,-11459.91,1000.00
-948.06,-11360.81,1000.00
-961.39,-11261.71,1000.00
-974.72,-11162.61,1000.00
-988.05,-11063.50,1000.00
-1001.38,-10964.40,1000.00
-1014.71,-10865.30,1000.00
-1028.04,-10766.20,1000.00
-1041.37,-10667.10,1000.00
-1054.70,-10568.00,1000.00
-1068.03,-10468.89,1000.00
-1081.36,-10369.79,1000.00
-1094.69,-10270.69,1000.00
-1108.02,-10171.59,1000.00
-1121.35,-10072.49,1000.00
