x,y,z
0.00,-9999.50,1000.00
0.00,-9949.50,1000.00
0.00,-9899.50,1000.00
0.00,-9849.50,1000.00
0.00,-9799.50,1000.00
0.00,-9749.50,1000.00
0.00,-9699.50,1000.00
0.00,-9649.50,1000.00
0.00,-9599.50,1000.00
0.00,-9549.50,1000.00
0.00,-9499.50,1000.00
0.00,-9449.50,1000.00
0.00,-9399.50,1000.00
0.00,-9349.50,1000.00
0.00,-9299.50,1000.00
0.00,-9249.50,1000.00
0.00,-9199.50,1000.00
0.00,-9149.50,1000.00
0.00,-9099.50,1000.00
0.00,-9049.50,1000.00
0.00,-8999.50,1000.00
0.00,-8949.50,1000.00
0.00,-8899.50,1000.00
0.00,-8849.50,1000.00
0.00,-8799.50,1000.00
0.00,-8749.50,1000.00
0.00,-8699.50,1000.00
0.00,-8649.50,1000.00
0.00,-8599.50,1000.00
0.00,-8549.50,1000.00
0.00,-8499.50,1000.00
0.00,-8449.50,1000.00
0.00,-8399.50,1000.00
0.00,-8349.50,1000.00
0.00,-8299.50,1000.00
0.00,-8249.50,1000.00
0.00,-8199.50,1000.00
0.00,-8149.50,1000.00
0.00,-8099.50,1000.00
0.00,-8049.50,1000.00
0.00,-7999.50,1000.00
0.00,-7949.50,1000.00
0.00,-7899.50,1000.00
0.00,-7849.50,1000.00
0.00,-7799.50,1000.00
0.00,-7749.50,1000.00
0.00,-7699.50,1000.00
0.00,-7649.50,1000.00
0.00,-7599.50,1000.00
0.00,-7549.50,1000.00
0.00,-7499.50,1000.00
0.00,-7449.50,1000.00
0.00,-7399.50,1000.00
0.00,-7349.50,1000.00
0.00,-7299.50,1000.00
0.00,-7249.50,1000.00
0.00,-7199.50,1000.00
0.00,-7149.50,1000.00
0.00,-7099.50,1000.00
0.00,-7049.50,1000.00
0.00,-6999.50,1000.00
0.00,-6949.50,1000.00
0.00,-6899.50,1000.00
0.00,-6849.50,1000.00
0.00,-6799.50,1000.00
0.00,-6749.50,1000.00
0.00,-6699.50,1000.00
0.00,-6649.50,1000.00
0.00,-6599.50,1000.00
0.00,-6549.50,1000.00
0.00,-6499.50,1000.00
0.00,-6449.50,1000.00
0.00,-6399.50,1000.00
0.00,-6349.50,1000.00
0.00,-6299.50,1000.00
0.00,-6249.50,1000.00
0.00,-6199.50,1000.00
0.00,-6149.50,1000.00
0.00,-6099.50,1000.00
0.00,-6049.50,1000.00
0.00,-5999.50,1000.00
0.00,-5949.50,1000.00
0.00,-5899.50,1000.00
0.00,-5849.50,1000.00
0.00,-5799.50,1000.00
0.00,-5749.50,1000.00
0.00,-5699.50,1000.00
0.00,-5649.50,1000.00
0.00,-5599.50,1000.00
0.00,-5549.50,1000.00
0.00,-5499.50,1000.00
0.00,-5449.50,1000.00
0.00,-5399.50,1000.00
0.00,-5349.50,1000.00
0.00,-5299.50,1000.00
0.00,-5249.50,1000.00
0.00,-5199.50,1000.00
0.00,-5149.50,1000.00
0.00,-5099.50,1000.00
0.00,-5049.50,1000.00
0.00,-4999.50,1000.00
0.00,-4949.50,1000.00
0.00,-4899.50,1000.00
0.00,-4849.50,1000.00
0.00,-4799.50,1000.00
0.00,-4749.50,1000.00
0.00,-4699.50,1000.00
0.00,-4649.50,1000.00
0.00,-4599.50,1000.00
0.00,-4549.50,1000.00
0.00,-4499.50,1000.00
0.00,-4449.50,1000.00
0.00,-4399.50,1000.00
0.00,-4349.50,1000.00
0.00,-4299.50,1000.00
0.00,-4249.50,1000.00
0.00,-4199.50,1000.00
0.00,-4149.50,1000.00
