x,y,z
0.00,-9997.50,1000.00
0.00,-9947.50,1000.00
0.00,-9897.50,1000.00
0.00,-9847.50,1000.00
0.00,-9797.50,1000.00
0.00,-9747.50,1000.00
0.00,-9697.50,1000.00
0.00,-9647.50,1000.00
0.00,-9597.50,1000.00
0.00,-9547.50,1000.00
0.00,-9497.50,1000.00
0.00,-9447.50,1000.00
0.00,-9397.50,1000.00
0.00,-9347.50,1000.00
0.00,-9297.50,1000.00
0.00,-9247.50,1000.00
-4.59,-9197.84,1000.00
-26.51,-9153.33,1000.00
-62.32,-9118.56,1000.00
-98.82,-9084.43,1000.00
-131.17,-9046.31,1000.00
-165.12,-9009.62,1000.00
-198.57,-8972.45,1000.00
-232.09,-8935.36,1000.00
-265.61,-8898.25,1000.00
-299.15,-8861.17,1000.00
-332.68,-8824.08,1000.00
-366.22,-8787.01,1000.00
-399.75,-8749.92,1000.00
-433.30,-8712.85,1000.00
-466.83,-8675.76,1000.00
-500.38,-8638.69,1000.00
-533.91,-8601.60,1000.00
-567.46,-8564.53,1000.00
-600.99,-8527.44,1000.00
-634.54,-8490.37,1000.00
-668.07,-8453.28,1000.00
-701.62,-8416.21,1000.00
-735.15,-8379.12,1000.00
-768.70,-8342.05,1000.00
-802.23,-8304.96,1000.00
-835.77,-8267.89,1000.00
-869.31,-8230.80,1000.00
-902.85,-8193.73,1000.00
-936.38,-8156.64,1000.00
-969.93,-8119.56,1000.00
-1003.46,-8082.47,1000.00
-1037.01,-8045.40,1000.00
-1070.54,-8008.31,1000.00
-1104.09,-7971.23,1000.00
-1137.62,-7934.14,1000.00
-1171.17,-7897.07,1000.00
-1204.70,-7859.98,1000.00
-1238.25,-7822.90,1000.00
-1271.78,-7785.81,1000.00
-1305.33,-7748.74,1000.00
-1338.86,-7711.65,1000.00
-1372.41,-7674.57,1000.00
-1405.94,-7637.48,1000.00
-1439.49,-7600.41,1000.00
-1473.02,-7563.32,1000.00
-1506.57,-7526.24,1000.00
-1540.10,-7489.15,1000.00
-1573.65,-7452.08,1000.00
-1607.18,-7414.99,1000.00
-1640.73,-7377.91,1000.00
-1674.26,-7340.82,1000.00
-1707.81,-7303.75,1000.00
-1741.34,-7266.66,1000.00
-1774.89,-7229.58,1000.00
-1808.42,-7192.49,1000.00
-1841.96,-7155.42,1000.00
-1875.50,-7118.33,1000.00
-1909.04,-7081.25,1000.00
-1942.58,-7044.16,1000.00
-1976.12,-7007.09,1000.00
-2009.65,-6970.00,1000.00
-2043.20,-6932.92,1000.00
-2076.73,-6895.83,1000.00
-2110.28,-6858.76,1000.00
-2143.81,-6821.67,1000.00
-2177.36,-6784.59,1000.00
-2210.89,-6747.50,1000.00
-2244.44,-6710.43,1000.00
-2277.97,-6673.34,1000.00
-2311.52,-6636.26,1000.00
-2345.05,-6599.17,1000.00
-2378.60,-6562.10,1000.00
-2412.13,-6525.01,1000.00
-2445.68,-6487.93,1000.00
-2479.21,-6450.84,1000.00
-2512.76,-6413.77,1000.00
-2546.29,-6376.68,1000.00
-2579.83,-6339.60,1000.00
-2613.36,-6302.51,1000.00
-2646.91,-6265.44,1000.00
-2680.44,-6228.35,1000.00
-2713.99,-6191.27,1000.00
-2747.52,-6154.18,1000.00
-2781.07,-6117.11,1000.00
-2814.60,-6080.02,1000.00
-2848.15,-6042.94,1000.00
-2881.68,-6005.85,1000.00
-2915.23,-5968.78,1000.00
-2948.76,-5931.69,1000.00
-2982.31,-5894.61,1000.00
-3015.84,-5857.52,1000.00
-3049.39,-5820.45,1000.00
-3082.92,-5783.35,1000.00
-3116.46,-5746.28,1000.00
-3150.00,-5709.19,1000.00
-3183.54,-5672.12,1000.00
-3217.07,-5635.02,1000.00
-3250.62,-5597.95,1000.00
-3284.15,-5560.86,1000.00
