x,y,z
0.00,-19990.00,1000.00
0.00,-19890.00,1000.00
0.00,-19790.00,1000.00
0.00,-19690.00,1000.00
0.00,-19590.00,1000.00
0.00,-19490.00,1000.00
0.00,-19390.00,1000.00
0.00,-19290.00,1000.00
0.00,-19190.00,1000.00
0.00,-19090.00,1000.00
0.00,-18990.00,1000.00
0.00,-18890.00,1000.00
0.00,-18790.00,1000.00
0.00,-18690.00,1000.00
0.00,-18590.00,1000.00
0.00,-18490.00,1000.00
2.65,-18390.05,1000.00
14.81,-18290.85,1000.00
30.37,-18192.07,1000.00
43.08,-18092.88,1000.00
56.55,-17993.80,1000.00
69.93,-17894.70,1000.00
83.31,-17795.60,1000.00
96.79,-17696.51,1000.00
110.25,-17597.42,1000.00
123.62,-17498.32,1000.00
137.01,-17399.22,1000.00
150.48,-17300.13,1000.00
163.94,-17201.04,1000.00
177.31,-17101.94,1000.00
190.70,-17002.84,1000.00
204.17,-16903.76,1000.00
217.64,-16804.67,1000.00
231.01,-16705.56,1000.00
244.39,-16606.46,1000.00
257.86,-16507.38,1000.00
271.33,-16408.29,1000.00
284.70,-16309.19,1000.00
298.08,-16210.09,1000.00
311.56,-16111.00,1000.00
325.02,-16011.91,1000.00
338.39,-15912.80,1000.00
351.77,-15813.70,1000.00
365.17,-15714.61,1000.00
378.48,-15615.49,1000.00
391.79,-15516.38,1000.00
405.10,-15417.27,1000.00
418.41,-15318.16,1000.00
431.72,-15219.05,1000.00
445.03,-15119.94,1000.00
458.34,-15020.83,1000.00
471.65,-14921.71,1000.00
484.96,-14822.60,1000.00
498.27,-14723.49,1000.00
511.58,-14624.38,1000.00
524.89,-14525.27,1000.00
538.20,-14426.16,1000.00
551.55,-14327.05,1000.00
564.88,-14227.94,1000.00
578.20,-14128.83,1000.00
591.51,-14029.72,1000.00
604.82,-13930.61,1000.00
618.13,-13831.50,1000.00
631.44,-13732.39,1000.00
644.75,-13633.28,1000.00
658.06,-13534.16,1000.00
671.37,-13435.05,1000.00
684.68,-13335.94,1000.00
697.99,-13236.83,1000.00
711.29,-13137.72,1000.00
724.61,-13038.61,1000.00
737.91,-12939.50,1000.00
751.22,-12840.38,1000.00
764.53,-12741.27,1000.00
777.84,-12642.16,1000.00
791.15,-12543.05,1000.00
804.46,-12443.94,1000.00
817.77,-12344.83,1000.00
831.08,-12245.72,1000.00
844.39,-12146.61,1000.00
857.70,-12047.49,1000.00
871.01,-11948.38,1000.00
884.32,-11849.27,1000.00
897.63,-11750.16,1000.00
910.94,-11651.05,1000.00
924.25,-11551.94,1000.00
937.56,-11452.83,1000.00
950.87,-11353.71,1000.00
964.18,-11254.60,1000.00
977.48,-11155.49,1000.00
990.79,-11056.38,1000.00
1004.10,-10957.27,1000.00
1017.41,-10858.16,1000.00
1030.72,-10759.05,1000.00
1044.03,-10659.94,1000.00
1057.34,-10560.82,1000.00
1070.65,-10461.71,1000.00
1083.96,-10362.60,1000.00
1097.27,-10263.49,1000.00
1110.58,-10164.38,1000.00
1123.89,-10065.27,1000.00
1137.20,-9966.16,1000.00
1150.51,-9867.04,1000.00
1163.82,-9767.93,1000.00
1177.13,-9668.82,1000.00
1190.44,-9569.71,1000.00
1203.75,-9470.60,1000.00
1217.06,-9371.49,1000.00
1230.37,-9272.38,1000.00
1243.68,-9173.27,1000.00
1256.99,-9074.15,1000.00
1270.30,-8975.04,1000.00
1283.61,-8875.93,1000.00
1296.92,-8776.82,1000.00
1310.23,-8677.71,1000.00
1323.53,-8578.60,1000.00
1336.84,-8479.49,1000.00
1350.15,-8380.38,1000.00
1363.46,-8281.26,1000.00
1376.77,-8182.15,1000.00
1390.08,-8083.04,1000.00
1403.39,-7983.93,1000.00
1416.70,-7884.82,1000.00
1430.01,-7785.71,1000.00
1443.32,-7686.60,1000.00
1456.63,-7587.48,1000.00
1469.94,-7488.37,1000.00
1483.25,-7389.26,1000.00
1496.56,-7290.15,1000.00
1509.87,-7191.04,1000.00
1523.18,-7091.93,1000.00
1536.49,-6992.82,1000.00
1549.80,-6893.71,1000.00
1563.11,-6794.59,1000.00
1576.42,-6695.48,1000.00
1589.73,-6596.37,1000.00
1603.04,-6497.26,1000.00
1616.35,-6398.15,1000.00
1629.66,-6299.04,1000.00
1642.97,-6199.93,1000.00
1656.28,-6100.81,1000.00
1669.58,-6001.70,1000.00
1682.90,-5902.59,1000.00
1696.20,-5803.48,1000.00
1709.51,-5704.37,1000.00
1722.82,-5605.26,1000.00
1736.13,-5506.15,1000.00
1749.44,-5407.04,1000.00
1762.75,-5307.92,1000.00
1776.06,-5208.81,1000.00
1789.37,-5109.70,1000.00
1802.68,-5010.59,1000.00
1815.99,-4911.48,1000.00
1829.30,-4812.37,1000.00
1842.61,-4713.26,1000.00
1855.92,-4614.14,1000.00
1869.23,-4515.03,1000.00
1882.54,-4415.92,1000.00
1895.85,-4316.81,1000.00
1909.16,-4217.70,1000.00
1922.47,-4118.59,1000.00
1935.78,-4019.48,1000.00
1949.09,-3920.37,1000.00
1962.40,-3821.26,1000.00
1975.71,-3722.15,1000.00
1989.02,-3623.03,1000.00
2002.33,-3523.92,1000.00
2015.64,-3424.81,1000.00
2028.95,-3325.70,1000.00
2042.25,-3226.59,1000.00
2055.56,-3127.48,1000.00
2068.87,-3028.37,1000.00
2082.18,-2929.26,1000.00
2095.49,-2830.15,1000.00
2108.80,-2731.04,1000.00
2122.11,-2631.93,1000.00
2135.42,-2532.82,1000.00
2148.73,-2433.71,1000.00
2162.09,-2334.60,1000.00
2175.35,-2235.49,1000.00
2183.74,-2135.87,1000.00
2182.37,-2035.90,1000.00
2181.44,-1935.92,1000.00
2181.28,-1835.93,1000.00
2181.16,-1735.93,1000.00
2181.10,-1635.93,1000.00
2181.07,-1535.93,1000.00
2180.95,-1435.93,1000.00
2180.78,-1335.93,1000.00
2180.67,-1235.93,1000.00
2180.62,-1135.93,1000.00
2180.50,-1035.93,1000.00
2180.32,-935.93,1000.00
2180.21,-835.93,1000.00
2180.16,-735.93,1000.00
