x,y,z
0.00,-9999.50,1000.00
0.00,-9949.50,1000.00
0.00,-9899.50,1000.00
0.00,-9849.50,1000.00
0.00,-9799.50,1000.00
0.00,-9749.50,1000.00
0.00,-9699.50,1000.00
0.00,-9649.50,1000.00
0.00,-9599.50,1000.00
0.00,-9549.50,1000.00
0.00,-9499.50,1000.00
0.00,-9449.50,1000.00
0.00,-9399.50,1000.00
0.00,-9349.50,1000.00
0.00,-9299.50,1000.00
0.00,-9249.50,1000.00
-2.04,-9199.57,1000.00
-13.02,-9150.90,1000.00
-31.08,-9104.29,1000.00
-45.78,-9056.51,1000.00
-61.42,-9009.02,1000.00
-76.65,-8961.41,1000.00
-91.93,-8913.81,1000.00
-107.25,-8866.25,1000.00
-122.57,-8818.69,1000.00
-137.88,-8771.13,1000.00
-153.20,-8723.58,1000.00
-168.52,-8676.02,1000.00
-183.83,-8628.46,1000.00
-199.15,-8580.90,1000.00
-214.47,-8533.34,1000.00
-229.79,-8485.78,1000.00
-245.10,-8438.22,1000.00
-260.42,-8390.67,1000.00
-275.74,-8343.11,1000.00
-291.05,-8295.55,1000.00
-306.37,-8247.99,1000.00
-321.69,-8200.43,1000.00
-337.00,-8152.83,1000.00
-352.32,-8105.23,1000.00
-367.64,-8057.62,1000.00
-382.95,-8010.01,1000.00
-398.27,-7962.40,1000.00
-413.59,-7914.80,1000.00
-428.90,-7867.19,1000.00
-444.22,-7819.58,1000.00
-459.54,-7771.97,1000.00
-474.85,-7724.37,1000.00
-490.17,-7676.76,1000.00
-505.49,-7629.15,1000.00
-520.81,-7581.54,1000.00
-536.13,-7533.94,1000.00
-551.45,-7486.33,1000.00
-566.77,-7438.72,1000.00
-582.08,-7391.11,1000.00
-597.40,-7343.51,1000.00
-612.72,-7295.90,1000.00
-628.04,-7248.29,1000.00
-643.36,-7200.68,1000.00
-658.68,-7153.08,1000.00
-674.00,-7105.47,1000.00
-689.32,-7057.86,1000.00
-704.64,-7010.25,1000.00
-719.96,-6962.65,1000.00
-735.28,-6915.04,1000.00
-750.60,-6867.43,1000.00
-765.92,-6819.82,1000.00
-781.24,-6772.22,1000.00
-796.56,-6724.61,1000.00
-811.88,-6677.00,1000.00
-827.20,-6629.40,1000.00
-842.52,-6581.79,1000.00
-857.84,-6534.18,1000.00
-873.16,-6486.57,1000.00
-888.48,-6438.97,1000.00
-903.80,-6391.36,1000.00
-919.12,-6343.75,1000.00
-934.44,-6296.14,1000.00
-949.76,-6248.54,1000.00
-965.08,-6200.93,1000.00
-980.40,-6153.32,1000.00
-995.72,-6105.71,1000.00
-1011.04,-6058.11,1000.00
-1026.36,-6010.50,1000.00
-1041.68,-5962.89,1000.00
-1057.00,-5915.28,1000.00
-1072.32,-5867.68,1000.00
-1087.64,-5820.07,1000.00
-1102.96,-5772.46,1000.00
-1118.28,-5724.85,1000.00
-1133.60,-5677.25,1000.00
-1148.92,-5629.64,1000.00
-1164.24,-5582.03,1000.00
-1179.56,-5534.42,1000.00
-1194.88,-5486.82,1000.00
-1210.20,-5439.21,1000.00
-1225.52,-5391.60,1000.00
-1240.84,-5343.99,1000.00
-1256.16,-5296.39,1000.00
-1271.48,-5248.78,1000.00
-1286.80,-5201.17,1000.00
-1302.12,-5153.56,1000.00
-1317.44,-5105.96,1000.00
-1332.76,-5058.35,1000.00
-1348.08,-5010.74,1000.00
-1363.40,-4963.14,1000.00
-1378.72,-4915.53,1000.00
-1394.04,-4867.92,1000.00
-1409.36,-4820.31,1000.00
-1424.68,-4772.71,1000.00
