x,y,z
0.00,-19998.00,1000.00
0.00,-19898.00,1000.00
0.00,-19798.00,1000.00
0.00,-19698.00,1000.00
0.00,-19598.00,1000.00
0.00,-19498.00,1000.00
0.00,-19398.00,1000.00
0.00,-19298.00,1000.00
0.00,-19198.00,1000.00
0.00,-19098.00,1000.00
0.00,-18998.00,1000.00
0.00,-18898.00,1000.00
0.00,-18798.00,1000.00
0.00,-18698.00,1000.00
0.00,-18598.00,1000.00
0.00,-18498.00,1000.00
2.10,-18398.03,1000.00
12.64,-18298.62,1000.00
24.49,-18199.33,1000.00
34.61,-18099.84,1000.00
45.08,-18000.39,1000.00
55.72,-17900.98,1000.00
66.25,-17801.56,1000.00
76.78,-17702.15,1000.00
87.31,-17602.73,1000.00
97.84,-17503.32,1000.00
108.37,-17403.91,1000.00
118.90,-17304.49,1000.00
129.43,-17205.08,1000.00
139.96,-17105.66,1000.00
150.50,-17006.25,1000.00
161.03,-16906.84,1000.00
171.56,-16807.42,1000.00
182.09,-16708.01,1000.00
192.62,-16608.59,1000.00
203.15,-16509.18,1000.00
213.68,-16409.77,1000.00
224.21,-16310.31,1000.00
234.74,-16210.85,1000.00
245.27,-16111.39,1000.00
255.80,-16011.93,1000.00
266.34,-15912.46,1000.00
276.87,-15813.00,1000.00
287.40,-15713.54,1000.00
297.93,-15614.07,1000.00
308.46,-15514.61,1000.00
318.99,-15415.15,1000.00
329.53,-15315.69,1000.00
340.06,-15216.22,1000.00
350.59,-15116.76,1000.00
361.12,-15017.30,1000.00
371.65,-14917.83,1000.00
382.18,-14818.37,1000.00
392.72,-14718.91,1000.00
403.25,-14619.45,1000.00
413.78,-14519.98,1000.00
424.31,-14420.52,1000.00
434.84,-14321.06,1000.00
445.37,-14221.59,1000.00
455.90,-14122.13,1000.00
466.44,-14022.67,1000.00
476.97,-13923.21,1000.00
487.50,-13823.74,1000.00
498.03,-13724.28,1000.00
508.56,-13624.82,1000.00
519.09,-13525.35,1000.00
529.63,-13425.89,1000.00
540.16,-13326.43,1000.00
550.69,-13226.96,1000.00
561.22,-13127.50,1000.00
571.75,-13028.04,1000.00
582.28,-12928.58,1000.00
592.82,-12829.11,1000.00
603.35,-12729.65,1000.00
613.88,-12630.19,1000.00
624.41,-12530.72,1000.00
634.94,-12431.26,1000.00
645.47,-12331.80,1000.00
656.01,-12232.34,1000.00
666.54,-12132.87,1000.00
677.07,-12033.41,1000.00
687.60,-11933.95,1000.00
698.13,-11834.48,1000.00
708.66,-11735.02,1000.00
719.20,-11635.56,1000.00
729.73,-11536.10,1000.00
740.26,-11436.63,1000.00
750.79,-11337.17,1000.00
761.32,-11237.71,1000.00
771.85,-11138.24,1000.00
782.38,-11038.78,1000.00
792.92,-10939.32,1000.00
803.45,-10839.86,1000.00
813.98,-10740.39,1000.00
824.51,-10640.93,1000.00
835.04,-10541.47,1000.00
845.57,-10442.00,1000.00
856.11,-10342.54,1000.00
866.64,-10243.08,1000.00
877.17,-10143.62,1000.00
887.70,-10044.15,1000.00
898.23,-9944.69,1000.00
908.76,-9845.23,1000.00
919.30,-9745.76,1000.00
929.83,-9646.30,1000.00
940.36,-9546.84,1000.00
950.89,-9447.38,1000.00
961.42,-9347.91,1000.00
971.95,-9248.45,1000.00
982.49,-9148.99,1000.00
993.02,-9049.52,1000.00
1003.55,-8950.06,1000.00
1014.08,-8850.60,1000.00
1024.61,-8751.13,1000.00
1035.14,-8651.67,1000.00
1045.67,-8552.21,1000.00
1056.20,-8452.75,1000.00
1066.73,-8353.28,1000.00
1077.25,-8253.82,1000.00
1087.78,-8154.37,1000.00
1098.31,-8054.93,1000.00
1108.84,-7955.49,1000.00
1119.37,-7856.05,1000.00
1129.90,-7756.61,1000.00
1140.43,-7657.17,1000.00
1150.95,-7557.74,1000.00
1161.48,-7458.30,1000.00
1172.01,-7358.86,1000.00
1182.54,-7259.42,1000.00
1193.07,-7159.98,1000.00
1203.60,-7060.54,1000.00
1214.13,-6961.10,1000.00
1224.65,-6861.67,1000.00
1235.18,-6762.23,1000.00
1245.71,-6662.79,1000.00
1256.24,-6563.35,1000.00
1266.77,-6463.91,1000.00
1277.31,-6364.47,1000.00
1287.84,-6265.04,1000.00
1298.37,-6165.60,1000.00
1308.90,-6066.16,1000.00
1319.44,-5966.72,1000.00
1329.97,-5867.28,1000.00
1340.50,-5767.84,1000.00
1351.03,-5668.40,1000.00
1361.56,-5568.97,1000.00
1372.09,-5469.53,1000.00
1382.63,-5370.09,1000.00
1393.16,-5270.65,1000.00
1403.69,-5171.21,1000.00
1414.22,-5071.77,1000.00
1424.75,-4972.34,1000.00
1435.28,-4872.90,1000.00
1445.82,-4773.46,1000.00
1456.35,-4674.02,1000.00
1466.88,-4574.58,1000.00
1477.41,-4475.14,1000.00
1487.94,-4375.70,1000.00
1498.47,-4276.27,1000.00
1509.01,-4176.83,1000.00
1519.54,-4077.39,1000.00
1530.07,-3977.95,1000.00
1540.60,-3878.51,1000.00
1551.13,-3779.07,1000.00
1561.66,-3679.64,1000.00
1572.20,-3580.20,1000.00
1582.73,-3480.76,1000.00
1593.26,-3381.32,1000.00
1603.79,-3281.88,1000.00
1614.32,-3182.44,1000.00
1624.85,-3083.00,1000.00
1635.38,-2983.57,1000.00
1645.92,-2884.13,1000.00
1656.45,-2784.69,1000.00
1666.98,-2685.25,1000.00
1677.51,-2585.81,1000.00
1688.04,-2486.37,1000.00
1698.57,-2386.94,1000.00
1709.11,-2287.50,1000.00
1719.64,-2188.06,1000.00
1730.17,-2088.62,1000.00
1740.70,-1989.18,1000.00
1751.23,-1889.73,1000.00
1761.76,-1790.29,1000.00
1772.30,-1690.84,1000.00
1782.83,-1591.40,1000.00
1793.36,-1491.95,1000.00
1803.89,-1392.51,1000.00
1814.42,-1293.07,1000.00
1824.95,-1193.62,1000.00
1835.49,-1094.18,1000.00
1846.02,-994.73,1000.00
1856.55,-895.29,1000.00
1867.08,-795.84,1000.00
1877.61,-696.40,1000.00
1888.14,-596.95,1000.00
1898.68,-497.51,1000.00
1909.21,-398.07,1000.00
1919.74,-298.62,1000.00
1930.28,-199.18,1000.00
1940.81,-99.74,1000.00
1951.35,-0.29,1000.00
1961.88,99.15,1000.00
1972.42,198.59,1000.00
1982.95,298.04,1000.00
1993.49,397.48,1000.00
2004.02,496.92,1000.00
2014.56,596.37,1000.00
2025.09,695.81,1000.00
2035.63,795.26,1000.00
2046.16,894.70,1000.00
2056.70,994.14,1000.00
2067.23,1093.59,1000.00
2077.76,1193.03,1000.00
2088.30,1292.48,1000.00
2098.83,1391.92,1000.00
2109.37,1491.37,1000.00
2119.90,1590.81,1000.00
2130.44,1690.26,1000.00
2140.97,1789.70,1000.00
2151.51,1889.15,1000.00
2162.04,1988.59,1000.00
2172.58,2088.03,1000.00
2180.79,2187.68,1000.00
2180.48,2287.65,1000.00
2179.32,2387.63,1000.00
2179.43,2487.63,1000.00
2179.36,2587.63,1000.00
2179.23,2687.63,1000.00
2179.15,2787.63,1000.00
2179.04,2887.63,1000.00
2178.93,2987.63,1000.00
2178.82,3087.63,1000.00
2178.71,3187.63,1000.00
2178.60,3287.63,1000.00
2178.49,3387.63,1000.00
2178.38,3487.63,1000.00
2178.27,3587.63,1000.00
2178.16,3687.63,1000.00
2178.05,3787.63,1000.00
2177.94,3887.63,1000.00
2177.83,3987.63,1000.00
2177.72,4087.63,1000.00
2177.61,4187.63,1000.00
2177.50,4287.63,1000.00
2177.39,4387.63,1000.00
2177.28,4487.63,1000.00
2177.17,4587.63,1000.00
2177.06,4687.63,1000.00
2176.95,4787.63,1000.00
2176.84,4887.63,1000.00
2176.73,4987.63,1000.00
2176.62,5087.63,1000.00
2176.51,5187.63,1000.00
2176.40,5287.63,1000.00
2176.29,5387.63,1000.00
2176.18,5487.63,1000.00
2176.07,5587.63,1000.00
2175.96,5687.63,1000.00
2175.85,5787.63,1000.00
2175.74,5887.63,1000.00
2175.63,5987.63,1000.00
2175.52,6087.63,1000.00
2175.41,6187.63,1000.00
2175.30,6287.63,1000.00
2175.19,6387.63,1000.00
2175.08,6487.63,1000.00
2174.97,6587.63,1000.00
2174.86,6687.63,1000.00
2174.75,6787.63,1000.00
2174.64,6887.63,1000.00
2174.53,6987.63,1000.00
2174.42,7087.63,1000.00
2174.31,7187.63,1000.00
2174.20,7287.63,1000.00
2174.09,7387.63,1000.00
2173.98,7487.63,1000.00
2173.87,7587.63,1000.00
2173.76,7687.63,1000.00
2173.65,7787.63,1000.00
2173.54,7887.63,1000.00
2173.43,7987.63,1000.00
2173.32,8087.63,1000.00
2173.22,8187.63,1000.00
2173.11,8287.63,1000.00
2173.00,8387.63,1000.00
2172.89,8487.63,1000.00
2172.78,8587.63,1000.00
2172.67,8687.63,1000.00
2172.56,8787.63,1000.00
2172.45,8887.63,1000.00
2172.34,8987.63,1000.00
2172.23,9087.63,1000.00
2172.12,9187.63,1000.00
2172.01,9287.63,1000.00
2171.90,9387.63,1000.00
2171.79,9487.63,1000.00
2171.68,9587.63,1000.00
2171.57,9687.63,1000.00
2171.46,9787.63,1000.00
2171.35,9887.63,1000.00
2171.24,9987.63,1000.00
2171.13,10087.63,1000.00
2171.02,10187.63,1000.00
2170.91,10287.63,1000.00
2170.80,10387.63,1000.00
2170.69,10487.63,1000.00
2170.58,10587.63,1000.00
2170.47,10687.63,1000.00
2170.36,10787.63,1000.00
2170.25,10887.63,1000.00
2170.14,10987.63,1000.00
2170.03,11087.63,1000.00
2169.92,11187.63,1000.00
2169.81,11287.63,1000.00
2169.70,11387.63,1000.00
2169.59,11487.63,1000.00
2169.48,11587.63,1000.00
2169.37,11687.63,1000.00
2169.26,11787.63,1000.00
2169.15,11887.63,1000.00
2169.04,11987.63,1000.00
2168.93,12087.63,1000.00
2168.82,12187.63,1000.00
2168.71,12287.63,1000.00
2168.60,12387.63,1000.00
2168.49,12487.63,1000.00
2168.38,12587.63,1000.00
2168.27,12687.63,1000.00
2168.16,12787.63,1000.00
2168.05,12887.63,1000.00
2167.94,12987.63,1000.00
2167.83,13087.63,1000.00
2167.72,13187.63,1000.00
2167.61,13287.63,1000.00
2167.50,13387.63,1000.00
2167.39,13487.63,1000.00
2167.28,13587.63,1000.00
2167.17,13687.63,1000.00
2167.06,13787.63,1000.00
2166.95,13887.63,1000.00
2166.84,13987.63,1000.00
2166.73,14087.63,1000.00
2166.62,14187.63,1000.00
2166.51,14287.63,1000.00
2166.40,14387.63,1000.00
2166.29,14487.63,1000.00
2166.18,14587.63,1000.00
2166.07,14687.63,1000.00
2165.96,14787.63,1000.00
2165.85,14887.63,1000.00
2165.74,14987.63,1000.00
2165.63,15087.63,1000.00
2165.52,15187.63,1000.00
2165.41,15287.63,1000.00
2165.30,15387.63,1000.00
2165.20,15487.63,1000.00
2165.09,15587.63,1000.00
2164.98,15687.63,1000.00
2164.87,15787.63,1000.00
2164.76,15887.63,1000.00
2164.65,15987.63,1000.00
2164.54,16087.63,1000.00
2164.43,16187.63,1000.00
2164.32,16287.63,1000.00
2164.21,16387.63,1000.00
2164.10,16487.63,1000.00
2163.99,16587.63,1000.00
2163.88,16687.63,1000.00
2163.77,16787.63,1000.00
2163.66,16887.63,1000.00
2163.55,16987.63,1000.00
2163.44,17087.63,1000.00
2163.33,17187.63,1000.00
2163.22,17287.63,1000.00
2163.11,17387.63,1000.00
2163.00,17487.63,1000.00
2162.89,17587.63,1000.00
2162.78,17687.63,1000.00
2162.67,17787.63,1000.00
2162.56,17887.63,1000.00
2162.45,17987.63,1000.00
2162.34,18087.63,1000.00
2162.23,18187.63,1000.00
2162.12,18287.63,1000.00
2162.01,18387.63,1000.00
2161.90,18487.63,1000.00
2161.79,18587.63,1000.00
2161.68,18687.63,1000.00
2161.57,18787.63,1000.00
2161.46,18887.63,1000.00
2161.35,18987.63,1000.00
2161.24,19087.63,1000.00
2161.13,19187.63,1000.00
2161.02,19287.63,1000.00
2160.91,19387.63,1000.00
2160.80,19487.63,1000.00
2160.69,19587.63,1000.00
2160.58,19687.63,1000.00
2160.47,19787.63,1000.00
2160.36,19887.63,1000.00
2160.25,19987.63,1000.00
2160.14,20087.63,1000.00
2160.03,20187.63,1000.00
2159.92,20287.63,1000.00
2159.81,20387.63,1000.00
2159.70,20487.63,1000.00
2159.59,20587.63,1000.00
2159.48,20687.63,1000.00
2159.37,20787.63,1000.00
2159.26,20887.63,1000.00
2159.15,20987.63,1000.00
2159.04,21087.63,1000.00
2158.93,21187.63,1000.00
2158.82,21287.63,1000.00
2158.71,21387.63,1000.00
2158.60,21487.63,1000.00
2158.49,21587.63,1000.00
2158.38,21687.63,1000.00
2158.27,21787.63,1000.00
2158.16,21887.63,1000.00
2158.05,21987.63,1000.00
2157.94,22087.63,1000.00
2157.83,22187.63,1000.00
2157.72,22287.63,1000.00
2157.61,22387.63,1000.00
2157.50,22487.63,1000.00
2157.39,22587.63,1000.00
2157.28,22687.63,1000.00
2157.18,22787.63,1000.00
2157.07,22887.63,1000.00
2156.96,22987.63,1000.00
2156.85,23087.63,1000.00
2156.74,23187.63,1000.00
2156.63,23287.63,1000.00
2156.52,23387.63,1000.00
2156.41,23487.63,1000.00
2156.30,23587.63,1000.00
2156.19,23687.63,1000.00
2156.08,23787.63,1000.00
2155.97,23887.63,1000.00
2155.86,23987.63,1000.00
2155.75,24087.63,1000.00
2155.64,24187.63,1000.00
2155.53,24287.63,1000.00
2155.42,24387.63,1000.00
2155.31,24487.63,1000.00
2155.20,24587.63,1000.00
2155.09,24687.63,1000.00
2154.98,24787.63,1000.00
2154.87,24887.63,1000.00
2154.76,24987.63,1000.00
2154.65,25087.63,1000.00
2154.54,25187.63,1000.00
2154.43,25287.63,1000.00
2154.32,25387.63,1000.00
2154.21,25487.63,1000.00
2154.10,25587.63,1000.00
2153.99,25687.63,1000.00
2153.88,25787.63,1000.00
2153.77,25887.63,1000.00
2153.66,25987.63,1000.00
2153.55,26087.63,1000.00
2153.44,26187.63,1000.00
2153.33,26287.63,1000.00
2153.22,26387.63,1000.00
2153.11,26487.63,1000.00
2153.00,26587.63,1000.00
2152.89,26687.63,1000.00
2152.78,26787.63,1000.00
2152.67,26887.63,1000.00
2152.56,26987.63,1000.00
2152.45,27087.63,1000.00
2152.34,27187.63,1000.00
2152.23,27287.63,1000.00
2152.12,27387.63,1000.00
2152.01,27487.63,1000.00
2151.90,27587.63,1000.00
2151.79,27687.63,1000.00
2151.68,27787.63,1000.00
2151.57,27887.63,1000.00
2151.46,27987.63,1000.00
2151.35,28087.63,1000.00
2151.24,28187.63,1000.00
2151.13,28287.63,1000.00
2151.02,28387.63,1000.00
2150.91,28487.63,1000.00
2150.80,28587.63,1000.00
2150.69,28687.63,1000.00
2150.58,28787.63,1000.00
2150.47,28887.63,1000.00
2150.36,28987.63,1000.00
2150.25,29087.63,1000.00
2150.14,29187.63,1000.00
2150.03,29287.63,1000.00
2149.92,29387.63,1000.00
2149.81,29487.63,1000.00
2149.70,29587.63,1000.00
2149.59,29687.63,1000.00
2149.48,29787.63,1000.00
2149.37,29887.63,1000.00
2149.26,29987.63,1000.00
2149.16,30087.63,1000.00
2149.05,30187.63,1000.00
2148.94,30287.63,1000.00
2148.83,30387.63,1000.00
2148.72,30487.63,1000.00
2148.61,30587.63,1000.00
2148.50,30687.63,1000.00
2148.39,30787.63,1000.00
2148.28,30887.63,1000.00
2148.17,30987.63,1000.00
2148.06,31087.63,1000.00
2147.95,31187.63,1000.00
2147.84,31287.63,1000.00
2147.73,31387.63,1000.00
2147.62,31487.63,1000.00
2147.51,31587.63,1000.00
2147.40,31687.63,1000.00
2147.29,31787.63,1000.00
2147.18,31887.63,1000.00
2147.07,31987.63,1000.00
2146.96,32087.63,1000.00
2146.85,32187.63,1000.00
2146.74,32287.63,1000.00
2146.63,32387.63,1000.00
