x,y,z
0.00,-9999.45,1000.00
0.00,-9949.42,1000.00
0.00,-9899.39,1000.00
0.00,-9849.35,1000.00
0.00,-9799.32,1000.00
0.00,-9749.29,1000.00
0.00,-9699.26,1000.00
0.00,-9649.22,1000.00
0.00,-9599.19,1000.00
0.00,-9549.16,1000.00
0.00,-9499.13,1000.00
0.00,-9449.10,1000.00
0.00,-9399.06,1000.00
0.00,-9349.03,1000.00
0.00,-9299.00,1000.00
0.00,-9248.97,1000.00
2.05,-9198.99,1000.00
13.07,-9150.28,1000.00
31.18,-9103.63,1000.00
45.88,-9055.80,1000.00
61.51,-9008.25,1000.00
76.75,-8960.58,1000.00
92.03,-8912.92,1000.00
107.36,-8865.28,1000.00
122.69,-8817.65,1000.00
138.03,-8770.02,1000.00
153.36,-8722.38,1000.00
168.69,-8674.75,1000.00
184.03,-8627.12,1000.00
199.36,-8579.49,1000.00
214.69,-8531.85,1000.00
230.03,-8484.22,1000.00
245.36,-8436.59,1000.00
260.69,-8388.95,1000.00
276.03,-8341.32,1000.00
291.36,-8293.69,1000.00
306.69,-8246.06,1000.00
322.02,-8198.42,1000.00
337.36,-8150.79,1000.00
352.69,-8103.16,1000.00
368.02,-8055.52,1000.00
383.35,-8007.89,1000.00
398.69,-7960.26,1000.00
414.02,-7912.63,1000.00
429.35,-7864.99,1000.00
444.68,-7817.36,1000.00
460.02,-7769.73,1000.00
475.35,-7722.09,1000.00
490.68,-7674.46,1000.00
506.01,-7626.83,1000.00
521.34,-7579.20,1000.00
536.67,-7531.56,1000.00
552.00,-7483.93,1000.00
567.33,-7436.30,1000.00
582.66,-7388.67,1000.00
597.99,-7341.03,1000.00
613.32,-7293.40,1000.00
628.65,-7245.77,1000.00
643.98,-7198.13,1000.00
659.31,-7150.50,1000.00
674.64,-7102.87,1000.00
689.97,-7055.24,1000.00
705.30,-7007.60,1000.00
720.63,-6959.97,1000.00
735.96,-6912.34,1000.00
751.29,-6864.70,1000.00
766.62,-6817.07,1000.00
781.95,-6769.44,1000.00
797.28,-6721.81,1000.00
812.61,-6674.17,1000.00
827.93,-6626.54,1000.00
843.26,-6578.91,1000.00
858.59,-6531.27,1000.00
873.92,-6483.64,1000.00
889.25,-6436.01,1000.00
904.58,-6388.38,1000.00
919.91,-6340.74,1000.00
935.24,-6293.11,1000.00
950.57,-6245.48,1000.00
965.90,-6197.84,1000.00
981.23,-6150.21,1000.00
996.56,-6102.58,1000.00
1011.89,-6054.95,1000.00
1027.22,-6007.31,1000.00
1042.55,-5959.68,1000.00
1057.88,-5912.05,1000.00
1073.21,-5864.42,1000.00
1088.54,-5816.78,1000.00
1103.87,-5769.15,1000.00
1119.20,-5721.52,1000.00
1134.53,-5673.88,1000.00
1149.86,-5626.25,1000.00
1165.19,-5578.62,1000.00
1180.52,-5530.99,1000.00
1195.84,-5483.35,1000.00
1211.17,-5435.72,1000.00
1226.50,-5388.09,1000.00
1241.83,-5340.45,1000.00
1257.16,-5292.82,1000.00
1272.49,-5245.19,1000.00
1287.82,-5197.56,1000.00
1303.15,-5149.92,1000.00
1318.48,-5102.29,1000.00
1333.81,-5054.66,1000.00
1349.14,-5007.02,1000.00
1364.47,-4959.39,1000.00
1379.80,-4911.76,1000.00
1395.13,-4864.13,1000.00
1410.46,-4816.49,1000.00
1425.79,-4768.86,1000.00
1441.12,-4721.23,1000.00
1456.45,-4673.59,1000.00
1471.78,-4625.96,1000.00
1487.11,-4578.33,1000.00
1502.44,-4530.70,1000.00
1517.77,-4483.06,1000.00
1533.10,-4435.43,1000.00
1548.43,-4387.80,1000.00
