x,y,z
0.00,-9999.50,1000.00
0.00,-9949.50,1000.00
0.00,-9899.50,1000.00
0.00,-9849.50,1000.00
0.00,-9799.50,1000.00
0.00,-9749.50,1000.00
0.00,-9699.50,1000.00
0.00,-9649.50,1000.00
0.00,-9599.50,1000.00
0.00,-9549.50,1000.00
0.00,-9499.50,1000.00
0.00,-9449.50,1000.00
0.00,-9399.50,1000.00
0.00,-9349.50,1000.00
0.00,-9299.50,1000.00
0.00,-9249.50,1000.00
4.07,-9199.78,1000.00
24.98,-9154.78,1000.00
60.29,-9119.53,1000.00
97.06,-9085.68,1000.00
129.51,-9047.66,1000.00
163.39,-9010.90,1000.00
196.79,-8973.70,1000.00
230.35,-8936.64,1000.00
263.87,-8899.53,1000.00
297.41,-8862.46,1000.00
330.95,-8825.35,1000.00
364.49,-8788.24,1000.00
398.03,-8751.13,1000.00
431.57,-8714.02,1000.00
465.12,-8676.91,1000.00
498.66,-8639.80,1000.00
532.20,-8602.69,1000.00
565.74,-8565.58,1000.00
599.27,-8528.48,1000.00
632.81,-8491.37,1000.00
666.35,-8454.26,1000.00
699.89,-8417.15,1000.00
733.43,-8380.04,1000.00
766.97,-8342.93,1000.00
800.51,-8305.82,1000.00
834.06,-8268.71,1000.00
867.60,-8231.60,1000.00
901.15,-8194.49,1000.00
934.69,-8157.43,1000.00
968.24,-8120.37,1000.00
1001.78,-8083.31,1000.00
1035.33,-8046.25,1000.00
1068.87,-8009.19,1000.00
1102.42,-7972.12,1000.00
1135.96,-7935.06,1000.00
1169.51,-7898.00,1000.00
1203.05,-7860.94,1000.00
1236.60,-7823.88,1000.00
1270.14,-7786.82,1000.00
1303.69,-7749.76,1000.00
1337.23,-7712.70,1000.00
1370.78,-7675.64,1000.00
1404.32,-7638.58,1000.00
1437.87,-7601.52,1000.00
1471.41,-7564.46,1000.00
1504.96,-7527.40,1000.00
1538.50,-7490.34,1000.00
1572.05,-7453.28,1000.00
1605.59,-7416.22,1000.00
1639.14,-7379.16,1000.00
1672.68,-7342.10,1000.00
1706.23,-7305.04,1000.00
1739.77,-7267.97,1000.00
1773.31,-7230.91,1000.00
1806.86,-7193.85,1000.00
1840.40,-7156.79,1000.00
1873.94,-7119.73,1000.00
1907.48,-7082.67,1000.00
1941.01,-7045.61,1000.00
1974.54,-7008.55,1000.00
2008.08,-6971.49,1000.00
2041.61,-6934.43,1000.00
2075.15,-6897.37,1000.00
2108.70,-6860.31,1000.00
2142.24,-6823.25,1000.00
2175.79,-6786.19,1000.00
2209.33,-6749.13,1000.00
2242.88,-6712.07,1000.00
2276.42,-6674.99,1000.00
2309.97,-6637.88,1000.00
2343.51,-6600.82,1000.00
2377.05,-6563.75,1000.00
2410.60,-6526.64,1000.00
2444.14,-6489.53,1000.00
2477.69,-6452.44,1000.00
2511.23,-6415.35,1000.00
2544.78,-6378.24,1000.00
2578.32,-6341.13,1000.00
2611.87,-6304.02,1000.00
2645.41,-6266.92,1000.00
2678.96,-6229.86,1000.00
2712.50,-6192.80,1000.00
2746.05,-6155.69,1000.00
2779.59,-6118.58,1000.00
2813.14,-6081.48,1000.00
2846.68,-6044.42,1000.00
2880.23,-6007.32,1000.00
2913.77,-5970.22,1000.00
2947.32,-5933.15,1000.00
2980.86,-5896.04,1000.00
3014.41,-5858.97,1000.00
3047.95,-5821.87,1000.00
3081.50,-5784.77,1000.00
3115.04,-5747.66,1000.00
3148.59,-5710.55,1000.00
3182.13,-5673.44,1000.00
3215.68,-5636.33,1000.00
