x,y,z
0.00,-19997.50,1000.00
0.00,-19897.50,1000.00
0.00,-19797.50,1000.00
0.00,-19697.50,1000.00
0.00,-19597.50,1000.00
0.00,-19497.50,1000.00
0.00,-19397.50,1000.00
0.00,-19297.50,1000.00
0.00,-19197.50,1000.00
0.00,-19097.50,1000.00
0.00,-18997.50,1000.00
0.00,-18897.50,1000.00
0.00,-18797.50,1000.00
0.00,-18697.50,1000.00
0.00,-18597.50,1000.00
0.00,-18497.50,1000.00
2.13,-18397.54,1000.00
12.70,-18298.13,1000.00
24.45,-18198.84,1000.00
34.58,-18099.34,1000.00
45.13,-17999.91,1000.00
55.67,-17900.46,1000.00
66.22,-17801.01,1000.00
76.74,-17701.55,1000.00
87.27,-17602.10,1000.00
97.80,-17502.65,1000.00
108.33,-17403.20,1000.00
118.87,-17303.74,1000.00
129.40,-17204.29,1000.00
139.93,-17104.84,1000.00
150.46,-17005.38,1000.00
160.99,-16905.93,1000.00
171.52,-16806.48,1000.00
182.05,-16707.02,1000.00
192.58,-16607.57,1000.00
203.11,-16508.12,1000.00
213.64,-16408.66,1000.00
224.17,-16309.21,1000.00
234.70,-16209.76,1000.00
245.23,-16110.30,1000.00
255.76,-16010.85,1000.00
266.29,-15911.40,1000.00
276.82,-15811.95,1000.00
287.35,-15712.49,1000.00
297.88,-15613.04,1000.00
308.41,-15513.59,1000.00
318.94,-15414.13,1000.00
329.47,-15314.68,1000.00
340.00,-15215.23,1000.00
350.53,-15115.77,1000.00
361.06,-15016.32,1000.00
371.60,-14916.87,1000.00
382.13,-14817.41,1000.00
392.66,-14717.96,1000.00
403.19,-14618.51,1000.00
413.72,-14519.05,1000.00
424.25,-14419.60,1000.00
434.78,-14320.15,1000.00
445.31,-14220.70,1000.00
455.84,-14121.24,1000.00
466.37,-14021.79,1000.00
476.90,-13922.34,1000.00
487.43,-13822.88,1000.00
497.96,-13723.43,1000.00
508.49,-13623.98,1000.00
519.02,-13524.52,1000.00
529.55,-13425.07,1000.00
540.08,-13325.62,1000.00
550.61,-13226.16,1000.00
561.14,-13126.71,1000.00
571.67,-13027.26,1000.00
582.20,-12927.80,1000.00
592.73,-12828.35,1000.00
603.26,-12728.90,1000.00
613.79,-12629.45,1000.00
624.32,-12529.99,1000.00
634.85,-12430.54,1000.00
645.38,-12331.09,1000.00
655.91,-12231.63,1000.00
666.44,-12132.18,1000.00
676.97,-12032.73,1000.00
687.50,-11933.27,1000.00
698.03,-11833.82,1000.00
708.56,-11734.37,1000.00
719.09,-11634.91,1000.00
729.62,-11535.46,1000.00
740.15,-11436.01,1000.00
750.68,-11336.55,1000.00
761.21,-11237.10,1000.00
771.74,-11137.65,1000.00
782.27,-11038.20,1000.00
792.79,-10938.74,1000.00
803.32,-10839.29,1000.00
813.85,-10739.84,1000.00
824.38,-10640.38,1000.00
834.91,-10540.93,1000.00
845.44,-10441.48,1000.00
855.97,-10342.02,1000.00
866.51,-10242.57,1000.00
877.04,-10143.12,1000.00
887.57,-10043.66,1000.00
898.10,-9944.21,1000.00
908.63,-9844.76,1000.00
919.16,-9745.30,1000.00
929.69,-9645.85,1000.00
940.23,-9546.40,1000.00
950.76,-9446.95,1000.00
