x,y,z
0.00,-19998.60,1000.00
0.00,-19897.77,1000.00
0.00,-19796.94,1000.00
0.00,-19696.12,1000.00
0.00,-19595.29,1000.00
0.00,-19494.46,1000.00
0.00,-19393.63,1000.00
0.00,-19292.80,1000.00
0.00,-19191.97,1000.00
0.00,-19091.15,1000.00
0.00,-18990.32,1000.00
0.00,-18889.49,1000.00
0.00,-18788.66,1000.00
0.00,-18687.83,1000.00
0.00,-18587.01,1000.00
0.00,-18486.18,1000.00
-2.11,-18385.40,1000.00
-13.32,-18285.27,1000.00
-29.14,-18185.73,1000.00
-41.75,-18085.71,1000.00
-55.36,-17985.81,1000.00
-68.83,-17885.91,1000.00
-82.30,-17786.04,1000.00
-95.74,-17686.20,1000.00
-109.19,-17586.35,1000.00
-122.63,-17486.51,1000.00
-136.08,-17386.67,1000.00
-149.52,-17286.82,1000.00
-162.97,-17186.98,1000.00
-176.41,-17087.13,1000.00
-189.86,-16987.29,1000.00
-203.30,-16887.45,1000.00
-216.75,-16787.60,1000.00
-230.19,-16687.76,1000.00
-243.64,-16587.92,1000.00
-257.08,-16488.07,1000.00
-270.53,-16388.23,1000.00
-283.97,-16288.32,1000.00
-297.42,-16188.40,1000.00
-310.86,-16088.49,1000.00
-324.31,-15988.58,1000.00
-337.75,-15888.66,1000.00
-351.20,-15788.75,1000.00
-364.64,-15688.83,1000.00
-378.09,-15588.92,1000.00
-391.54,-15489.00,1000.00
-404.98,-15389.09,1000.00
-418.43,-15289.18,1000.00
-431.87,-15189.26,1000.00
-445.32,-15089.35,1000.00
-458.76,-14989.43,1000.00
-472.21,-14889.52,1000.00
-485.65,-14789.61,1000.00
-499.10,-14689.69,1000.00
-512.54,-14589.78,1000.00
-525.99,-14489.86,1000.00
-539.44,-14389.95,1000.00
-552.88,-14290.04,1000.00
-566.33,-14190.12,1000.00
-579.78,-14090.21,1000.00
-593.22,-13990.29,1000.00
-606.67,-13890.38,1000.00
-620.12,-13790.47,1000.00
-633.57,-13690.55,1000.00
-647.01,-13590.64,1000.00
-660.46,-13490.72,1000.00
-673.91,-13390.81,1000.00
-687.36,-13290.90,1000.00
-700.80,-13190.98,1000.00
-714.25,-13091.07,1000.00
-727.70,-12991.15,1000.00
-741.14,-12891.24,1000.00
-754.59,-12791.33,1000.00
-768.04,-12691.41,1000.00
-781.49,-12591.50,1000.00
-794.93,-12491.58,1000.00
-808.38,-12391.67,1000.00
-821.83,-12291.75,1000.00
-835.28,-12191.84,1000.00
-848.72,-12091.93,1000.00
-862.17,-11992.01,1000.00
-875.62,-11892.10,1000.00
-889.06,-11792.18,1000.00
-902.51,-11692.27,1000.00
-915.96,-11592.36,1000.00
-929.41,-11492.44,1000.00
-942.85,-11392.53,1000.00
-956.30,-11292.61,1000.00
-969.75,-11192.70,1000.00
-983.20,-11092.79,1000.00
-996.64,-10992.87,1000.00
-1010.09,-10892.96,1000.00
-1023.54,-10793.04,1000.00
-1036.98,-10693.13,1000.00
-1050.43,-10593.22,1000.00
-1063.88,-10493.30,1000.00
-1077.33,-10393.39,1000.00
-1090.77,-10293.47,1000.00
-1104.22,-10193.56,1000.00
