x,y,z
0.00,-9999.00,1000.00
0.00,-9949.00,1000.00
0.00,-9899.00,1000.00
0.00,-9849.00,1000.00
0.00,-9799.00,1000.00
0.00,-9749.00,1000.00
0.00,-9699.00,1000.00
0.00,-9649.00,1000.00
0.00,-9599.00,1000.00
0.00,-9549.00,1000.00
0.00,-9499.00,1000.00
0.00,-9449.00,1000.00
0.00,-9399.00,1000.00
0.00,-9349.00,1000.00
0.00,-9299.00,1000.00
0.00,-9249.00,1000.00
2.10,-9199.07,1000.00
13.22,-9150.44,1000.00
31.19,-9103.79,1000.00
45.77,-9055.97,1000.00
61.41,-9008.48,1000.00
76.61,-8960.85,1000.00
91.87,-8913.23,1000.00
107.19,-8865.64,1000.00
122.51,-8818.05,1000.00
137.82,-8770.46,1000.00
153.13,-8722.86,1000.00
168.44,-8675.27,1000.00
183.75,-8627.68,1000.00
199.07,-8580.07,1000.00
214.39,-8532.47,1000.00
229.71,-8484.86,1000.00
245.02,-8437.25,1000.00
260.34,-8389.64,1000.00
275.66,-8342.04,1000.00
290.98,-8294.43,1000.00
306.30,-8246.82,1000.00
321.62,-8199.21,1000.00
336.93,-8151.61,1000.00
352.25,-8104.00,1000.00
367.57,-8056.39,1000.00
382.89,-8008.78,1000.00
398.21,-7961.18,1000.00
413.53,-7913.57,1000.00
428.84,-7865.96,1000.00
444.16,-7818.35,1000.00
459.48,-7770.75,1000.00
474.80,-7723.14,1000.00
490.12,-7675.53,1000.00
505.44,-7627.92,1000.00
520.75,-7580.32,1000.00
536.07,-7532.71,1000.00
551.39,-7485.10,1000.00
566.71,-7437.50,1000.00
582.03,-7389.89,1000.00
597.35,-7342.28,1000.00
612.67,-7294.67,1000.00
627.99,-7247.07,1000.00
643.31,-7199.46,1000.00
658.63,-7151.85,1000.00
673.95,-7104.24,1000.00
689.27,-7056.64,1000.00
704.59,-7009.03,1000.00
719.91,-6961.42,1000.00
735.23,-6913.81,1000.00
750.55,-6866.21,1000.00
765.87,-6818.60,1000.00
781.19,-6770.99,1000.00
796.51,-6723.38,1000.00
811.83,-6675.78,1000.00
827.15,-6628.17,1000.00
842.47,-6580.56,1000.00
857.79,-6532.95,1000.00
873.11,-6485.35,1000.00
888.43,-6437.74,1000.00
903.75,-6390.13,1000.00
